date,departure_time,weekday,month,origin,destination,travel_time_mins,delay_mins,congestion_level,is_raining,recommended_departure
2021-01-30,11:15,5,1,Kandivali,Goregaon,29,3,Low,No,11:15
2022-03-02,07:00,2,3,Malad,Lower Parel,48,10,Medium,No,07:00
2022-07-15,18:45,4,7,Dadar,Nariman Point,69,45,Very High,No,17:45
2022-01-12,00:00,2,1,Dadar,Nariman Point,20,5,Low,No,00:00
2021-04-07,19:45,2,4,Borivali,Churchgate,77,27,High,No,18:45
2021-11-29,05:45,0,11,Malad,Lower Parel,27,17,Low,No,05:45
2022-02-20,20:30,6,2,Kandivali,Goregaon,40,19,Low,No,20:30
2020-05-05,06:00,1,5,Malad,Lower Parel,44,24,Medium,Yes,06:00
2020-07-25,11:45,5,7,Malad,Lower Parel,52,10,Medium,Yes,11:45
2022-03-01,08:00,1,3,Malad,Lower Parel,87,25,High,No,07:00
2021-09-08,09:15,2,9,Malad,Lower Parel,51,24,High,No,08:15
2021-10-03,14:00,6,10,Vasai,Virar,33,10,Medium,No,14:00
2020-12-02,00:00,2,12,Bandra,Worli,24,4,Low,No,00:00
2020-06-10,03:00,2,6,Borivali,Churchgate,16,4,Low,No,03:00
2021-02-05,20:15,4,2,Kandivali,Goregaon,65,39,High,No,19:15
2021-10-15,11:15,4,10,Powai,Andheri,27,12,Medium,No,11:15
2021-05-07,14:30,4,5,Vasai,Virar,27,13,Medium,No,14:30
2021-03-31,03:15,2,3,Kandivali,Goregaon,27,3,Low,No,03:15
2022-05-25,22:30,2,5,Kandivali,Goregaon,21,11,Medium,No,22:30
2022-03-31,10:45,3,3,Thane,Kurla,46,24,High,No,09:45
2022-07-27,17:30,2,7,Bandra,Worli,78,34,Very High,No,16:30
2020-06-07,06:45,6,6,Thane,Kurla,32,9,Medium,No,06:45
2020-12-14,23:00,0,12,Borivali,Churchgate,47,14,Medium,No,23:00
2021-07-26,19:30,0,7,Thane,Kurla,127,72,High,Yes,18:30
2020-12-01,03:15,1,12,Andheri,BKC,22,3,Low,No,03:15
2020-04-13,03:15,0,4,Dadar,Nariman Point,29,1,Low,No,03:15
2021-03-09,03:00,1,3,Navi Mumbai,CST,28,3,Low,No,03:00
2020-07-17,09:30,4,7,Navi Mumbai,CST,59,33,Very High,Yes,08:30
2022-09-27,13:00,1,9,Dadar,Nariman Point,47,6,Medium,No,13:00
2020-01-20,05:15,0,1,Powai,Andheri,29,13,Low,No,05:15
2021-03-26,11:00,4,3,Kandivali,Goregaon,36,13,Medium,No,11:00
2021-03-31,21:00,2,3,Malad,Lower Parel,26,20,Medium,No,21:00
2022-03-15,06:00,1,3,Andheri,BKC,36,5,Medium,No,06:00
2022-03-12,13:15,5,3,Bandra,Worli,36,4,Low,No,13:15
2021-08-18,10:15,2,8,Thane,Kurla,81,34,High,No,09:15
2022-03-27,00:00,6,3,Kandivali,Goregaon,12,0,Low,No,00:00
2021-05-05,19:30,2,5,Bandra,Worli,52,47,Very High,No,18:30
2021-01-08,09:45,4,1,Borivali,Churchgate,61,37,Very High,No,08:45
2021-08-27,10:15,4,8,Powai,Andheri,81,36,Very High,Yes,09:15
2020-09-06,02:15,6,9,Bandra,Worli,24,1,Low,Yes,02:15
2022-08-31,16:45,2,8,Vasai,Virar,37,5,Medium,No,16:45
2020-11-11,02:00,2,11,Dadar,Nariman Point,20,4,Low,No,02:00
2021-11-23,02:45,1,11,Thane,Kurla,15,4,Low,No,02:45
2020-03-19,21:30,3,3,Bandra,Worli,49,20,Medium,No,21:30
2020-07-28,14:30,1,7,Vasai,Virar,46,15,Medium,No,14:30
2022-06-23,14:30,3,6,Dadar,Nariman Point,21,12,Medium,No,14:30
2020-07-03,11:15,4,7,Dadar,Nariman Point,48,30,Medium,Yes,11:15
2020-03-16,23:15,0,3,Powai,Andheri,48,13,Medium,No,23:15
2020-02-20,01:00,3,2,Kandivali,Goregaon,18,3,Low,No,01:00
2021-07-08,12:45,3,7,Kandivali,Goregaon,46,7,Medium,Yes,12:45
2020-06-24,22:00,2,6,Vasai,Virar,37,9,Medium,No,22:00
2020-10-29,07:15,3,10,Powai,Andheri,46,10,Low,No,07:15
2021-05-29,02:30,5,5,Powai,Andheri,20,1,Low,No,02:30
2020-02-02,13:30,6,2,Borivali,Churchgate,24,10,Medium,No,13:30
2021-08-21,20:45,5,8,Navi Mumbai,CST,50,26,High,No,19:45
2022-08-11,19:00,3,8,Powai,Andheri,88,57,High,Yes,18:00
2020-11-19,15:15,3,11,Kandivali,Goregaon,31,6,Low,No,15:15
2021-08-04,04:00,2,8,Andheri,BKC,29,2,Low,No,04:00
2021-07-24,00:45,5,7,Kandivali,Goregaon,20,2,Low,No,00:45
2022-08-10,09:15,2,8,Malad,Lower Parel,50,28,High,No,08:15
2021-08-01,11:15,6,8,Navi Mumbai,CST,31,9,Medium,No,11:15
2022-03-17,17:45,3,3,Malad,Lower Parel,62,47,Very High,No,16:45
2021-03-16,06:30,1,3,Bandra,Worli,24,18,Low,No,06:30
2021-07-14,16:30,2,7,Bandra,Worli,46,18,Low,Yes,16:30
2021-08-20,12:00,4,8,Borivali,Churchgate,46,28,Medium,Yes,12:00
2021-07-21,12:15,2,7,Powai,Andheri,58,19,Medium,Yes,12:15
2021-09-09,22:00,3,9,Navi Mumbai,CST,44,18,Medium,No,22:00
2020-03-17,09:45,1,3,Vasai,Virar,59,31,Very High,No,08:45
2021-09-05,02:30,6,9,Bandra,Worli,22,1,Low,No,02:30
2021-05-27,18:00,3,5,Powai,Andheri,98,41,High,No,17:00
2022-07-23,12:45,5,7,Navi Mumbai,CST,40,6,Low,No,12:45
2022-04-06,19:00,2,4,Vasai,Virar,62,49,High,No,18:00
2021-10-23,16:15,5,10,Borivali,Churchgate,27,6,Medium,No,16:15
2022-04-09,06:30,5,4,Andheri,BKC,39,11,Low,No,06:30
2020-04-01,20:45,2,4,Borivali,Churchgate,78,44,High,No,19:45
2020-12-31,03:15,3,12,Bandra,Worli,18,0,Low,No,03:15
2020-03-07,06:00,5,3,Malad,Lower Parel,37,8,Medium,No,06:00
2020-08-12,03:00,2,8,Malad,Lower Parel,19,5,Low,No,03:00
2022-05-31,10:00,1,5,Powai,Andheri,83,26,Very High,No,09:00
2020-08-08,03:30,5,8,Borivali,Churchgate,16,1,Low,No,03:30
2022-03-30,21:30,2,3,Powai,Andheri,42,14,Medium,No,21:30
2022-03-20,15:30,6,3,Dadar,Nariman Point,20,7,Low,No,15:30
2021-04-23,17:45,4,4,Malad,Lower Parel,95,50,Very High,No,16:45
2021-11-09,04:30,1,11,Powai,Andheri,22,1,Low,No,04:30
2021-12-26,01:15,6,12,Vasai,Virar,13,0,Low,No,01:15
2021-02-14,18:45,6,2,Kandivali,Goregaon,57,21,Low,No,18:45
2021-08-24,16:00,1,8,Malad,Lower Parel,34,9,Low,No,16:00
2020-12-06,19:30,6,12,Bandra,Worli,48,26,High,No,18:30
2022-06-13,00:15,0,6,Bandra,Worli,19,3,Low,No,00:15
2020-11-12,16:00,3,11,Thane,Kurla,37,5,Medium,No,16:00
2022-05-25,13:15,2,5,Bandra,Worli,25,20,Medium,No,13:15
2020-09-22,02:30,1,9,Kandivali,Goregaon,33,3,Low,Yes,02:30
2021-02-18,01:30,3,2,Borivali,Churchgate,24,1,Low,No,01:30
2021-03-15,17:30,0,3,Andheri,BKC,95,38,High,No,16:30
2021-03-03,14:00,2,3,Andheri,BKC,44,6,Low,No,14:00
2020-11-29,03:45,6,11,Powai,Andheri,16,1,Low,No,03:45
2021-06-30,21:30,2,6,Powai,Andheri,45,22,Medium,Yes,21:30
2022-05-27,07:45,4,5,Andheri,BKC,22,7,Low,No,07:45
2022-08-29,09:00,0,8,Thane,Kurla,58,23,High,No,08:00
2021-11-24,17:45,2,11,Borivali,Churchgate,52,46,Very High,No,16:45
2022-04-07,07:30,3,4,Powai,Andheri,57,27,Medium,Yes,07:30
2021-03-30,02:00,1,3,Malad,Lower Parel,18,0,Low,No,02:00
2021-05-07,19:30,4,5,Powai,Andheri,55,38,High,No,18:30
2022-08-05,19:00,4,8,Bandra,Worli,70,32,Very High,No,18:00
2020-03-10,22:15,1,3,Bandra,Worli,30,15,Medium,No,22:15
2021-07-28,22:15,2,7,Thane,Kurla,29,7,Medium,No,22:15
2022-01-27,04:45,3,1,Thane,Kurla,27,4,Low,No,04:45
2020-01-27,08:00,0,1,Bandra,Worli,88,42,High,Yes,07:00
2020-08-29,12:45,5,8,Dadar,Nariman Point,39,10,Low,Yes,12:45
2020-09-02,07:15,2,9,Powai,Andheri,23,7,Medium,No,07:15
2022-06-01,20:30,2,6,Navi Mumbai,CST,76,49,Very High,No,19:30
2020-04-02,11:00,3,4,Powai,Andheri,27,6,Low,No,11:00
2021-01-31,23:15,6,1,Vasai,Virar,20,10,Medium,No,23:15
2021-07-23,01:15,4,7,Navi Mumbai,CST,20,4,Low,No,01:15
2022-02-04,14:15,4,2,Borivali,Churchgate,46,22,Low,Yes,14:15
2021-04-13,06:15,1,4,Vasai,Virar,50,20,Medium,No,06:15
2020-04-30,00:15,3,4,Kandivali,Goregaon,30,2,Low,No,00:15
2020-01-05,16:00,6,1,Bandra,Worli,20,6,Medium,No,16:00
2020-11-27,14:45,4,11,Kandivali,Goregaon,29,7,Low,No,14:45
2020-01-31,07:15,4,1,Malad,Lower Parel,46,14,Medium,No,07:15
2021-03-07,00:00,6,3,Malad,Lower Parel,18,0,Low,No,00:00
2020-01-01,22:00,2,1,Malad,Lower Parel,29,19,Low,No,22:00
2021-01-31,14:15,6,1,Navi Mumbai,CST,20,6,Medium,No,14:15
2021-04-27,21:00,1,4,Powai,Andheri,36,11,Medium,No,21:00
2022-09-12,20:00,0,9,Vasai,Virar,98,37,High,No,19:00
2021-09-09,07:45,3,9,Malad,Lower Parel,31,27,Medium,Yes,07:45
2021-01-17,01:00,6,1,Andheri,BKC,21,0,Low,No,01:00
2020-05-16,04:00,5,5,Bandra,Worli,23,2,Low,No,04:00
2021-11-20,16:30,5,11,Kandivali,Goregaon,29,5,Low,No,16:30
2022-03-03,20:45,3,3,Malad,Lower Parel,107,58,Very High,Yes,19:45
2022-01-03,20:30,0,1,Dadar,Nariman Point,100,50,High,No,19:30
2021-02-10,12:15,2,2,Navi Mumbai,CST,44,12,Medium,No,12:15
2020-03-07,17:00,5,3,Andheri,BKC,58,16,Low,No,17:00
2022-07-22,04:15,4,7,Borivali,Churchgate,18,5,Low,No,04:15
2020-11-08,22:45,6,11,Andheri,BKC,18,3,Medium,No,22:45
2022-04-13,09:45,2,4,Malad,Lower Parel,66,36,High,No,08:45
2022-07-25,01:15,0,7,Malad,Lower Parel,20,7,Low,Yes,01:15
2022-02-13,01:30,6,2,Bandra,Worli,22,3,Low,No,01:30
2022-01-23,06:00,6,1,Dadar,Nariman Point,18,9,Medium,No,06:00
2021-06-25,01:45,4,6,Vasai,Virar,25,2,Low,No,01:45
2022-03-24,22:15,3,3,Vasai,Virar,47,10,Medium,No,22:15
2021-11-26,22:15,4,11,Andheri,BKC,29,5,Low,No,22:15
2020-07-30,20:00,3,7,Navi Mumbai,CST,128,40,Very High,Yes,19:00
2020-07-03,18:15,4,7,Borivali,Churchgate,52,31,Very High,No,17:15
2021-10-28,09:30,3,10,Vasai,Virar,60,39,High,No,08:30
2020-05-07,09:15,3,5,Powai,Andheri,77,38,High,No,08:15
2020-02-05,22:45,2,2,Powai,Andheri,48,20,Low,No,22:45
2021-12-07,22:15,1,12,Kandivali,Goregaon,34,9,Medium,No,22:15
2022-01-10,05:15,0,1,Bandra,Worli,47,19,Medium,No,05:15
2020-11-07,07:30,5,11,Powai,Andheri,37,9,Low,No,07:30
2021-05-02,03:15,6,5,Kandivali,Goregaon,16,0,Low,No,03:15
2022-01-13,16:00,3,1,Malad,Lower Parel,31,11,Low,No,16:00
2021-11-23,18:00,1,11,Navi Mumbai,CST,76,32,Very High,No,17:00
2022-03-04,11:00,4,3,Andheri,BKC,23,13,Medium,No,11:00
2021-12-08,20:15,2,12,Kandivali,Goregaon,69,26,Very High,No,19:15
2022-05-23,19:30,0,5,Thane,Kurla,57,37,High,No,18:30
2021-05-18,09:15,1,5,Borivali,Churchgate,70,24,Very High,No,08:15
2021-04-03,00:15,5,4,Malad,Lower Parel,14,0,Low,No,00:15
2020-07-16,11:30,3,7,Kandivali,Goregaon,59,10,Medium,Yes,11:30
2022-01-30,14:45,6,1,Thane,Kurla,36,10,Medium,No,14:45
2021-03-28,08:30,6,3,Vasai,Virar,66,22,High,No,07:30
2020-09-22,11:30,1,9,Andheri,BKC,46,10,Medium,No,11:30
2022-04-05,08:15,1,4,Thane,Kurla,72,32,Very High,No,07:15
2022-09-08,22:45,3,9,Malad,Lower Parel,39,30,Medium,Yes,22:45
2021-02-16,22:00,1,2,Bandra,Worli,35,5,Medium,No,22:00
2020-01-19,07:30,6,1,Kandivali,Goregaon,28,6,Low,No,07:30
2021-04-22,01:45,3,4,Malad,Lower Parel,20,3,Low,No,01:45
2022-08-10,18:15,2,8,Vasai,Virar,75,32,Very High,No,17:15
2021-09-28,22:15,1,9,Borivali,Churchgate,40,18,Low,No,22:15
2020-11-27,06:45,4,11,Bandra,Worli,24,12,Medium,No,06:45
2022-02-14,23:15,0,2,Bandra,Worli,42,18,Medium,No,23:15
2022-05-18,07:45,2,5,Navi Mumbai,CST,24,12,Medium,No,07:45
2022-01-12,22:30,2,1,Navi Mumbai,CST,31,13,Medium,No,22:30
2021-01-08,01:45,4,1,Powai,Andheri,29,5,Low,No,01:45
2021-07-01,02:00,3,7,Kandivali,Goregaon,21,5,Low,No,02:00
2022-03-02,03:15,2,3,Vasai,Virar,18,4,Low,No,03:15
2020-07-21,16:30,1,7,Vasai,Virar,34,15,Medium,No,16:30
2021-06-11,01:45,4,6,Navi Mumbai,CST,27,2,Low,No,01:45
2020-02-11,03:45,1,2,Andheri,BKC,19,2,Low,No,03:45
2021-01-24,04:45,6,1,Kandivali,Goregaon,12,0,Low,No,04:45
2020-10-08,14:30,3,10,Vasai,Virar,41,6,Medium,No,14:30
2021-09-30,23:30,3,9,Dadar,Nariman Point,33,19,Medium,Yes,23:30
2020-02-29,15:30,5,2,Andheri,BKC,28,9,Low,No,15:30
2022-04-29,03:30,4,4,Andheri,BKC,28,0,Low,No,03:30
2022-03-12,22:00,5,3,Powai,Andheri,39,6,Medium,No,22:00
2020-11-07,13:45,5,11,Navi Mumbai,CST,18,9,Medium,No,13:45
2022-07-27,22:15,2,7,Navi Mumbai,CST,25,14,Low,No,22:15
2021-05-14,17:45,4,5,Kandivali,Goregaon,59,35,Very High,No,16:45
2022-08-25,02:00,3,8,Kandivali,Goregaon,20,6,Low,Yes,02:00
2021-03-26,19:45,4,3,Bandra,Worli,62,28,Very High,No,18:45
2020-07-06,23:45,0,7,Navi Mumbai,CST,32,25,Medium,Yes,23:45
2020-02-01,14:45,5,2,Navi Mumbai,CST,36,4,Low,No,14:45
2021-10-18,05:00,0,10,Andheri,BKC,46,19,Low,Yes,05:00
2021-05-21,18:15,4,5,Powai,Andheri,51,49,High,No,17:15
2020-10-19,23:00,0,10,Dadar,Nariman Point,39,5,Medium,No,23:00
2020-04-01,21:30,2,4,Andheri,BKC,27,13,Medium,No,21:30
2021-05-11,03:15,1,5,Navi Mumbai,CST,27,4,Low,No,03:15
2021-01-15,07:30,4,1,Vasai,Virar,27,7,Low,No,07:30
2021-02-20,04:15,5,2,Dadar,Nariman Point,20,1,Low,No,04:15
2021-06-12,03:15,5,6,Andheri,BKC,15,0,Low,Yes,03:15
2022-01-04,02:00,1,1,Borivali,Churchgate,18,5,Low,No,02:00
2022-09-10,18:00,5,9,Navi Mumbai,CST,101,39,High,Yes,17:00
2021-11-10,14:00,2,11,Kandivali,Goregaon,29,15,Medium,No,14:00
2022-04-01,21:15,4,4,Bandra,Worli,20,5,Medium,No,21:15
2022-08-24,12:30,2,8,Andheri,BKC,40,13,Medium,No,12:30
2020-03-28,06:00,5,3,Powai,Andheri,20,9,Medium,No,06:00
2021-03-31,07:00,2,3,Navi Mumbai,CST,21,16,Medium,No,07:00
2022-05-05,23:45,3,5,Malad,Lower Parel,50,16,Low,No,23:45
2021-05-12,09:00,2,5,Powai,Andheri,67,45,Very High,No,08:00
2021-01-05,15:30,1,1,Dadar,Nariman Point,24,15,Medium,No,15:30
2020-05-12,14:15,1,5,Malad,Lower Parel,30,20,Medium,No,14:15
2021-01-27,22:00,2,1,Malad,Lower Parel,49,13,Low,No,22:00
2021-10-30,22:30,5,10,Bandra,Worli,29,15,Medium,Yes,22:30
2022-08-27,16:15,5,8,Navi Mumbai,CST,50,10,Medium,Yes,16:15
2021-02-06,08:30,5,2,Bandra,Worli,60,19,Low,No,08:30
2021-12-30,18:00,3,12,Borivali,Churchgate,64,42,Very High,No,17:00
2020-03-16,19:45,0,3,Powai,Andheri,72,28,High,No,18:45
2020-04-01,05:15,2,4,Bandra,Worli,25,20,Low,No,05:15
2020-03-23,11:00,0,3,Malad,Lower Parel,24,14,Medium,No,11:00
2021-08-16,20:45,0,8,Malad,Lower Parel,90,40,High,No,19:45
2021-06-08,19:30,1,6,Dadar,Nariman Point,85,75,Very High,Yes,18:30
2021-05-20,03:00,3,5,Bandra,Worli,22,2,Low,No,03:00
2020-06-17,10:00,2,6,Navi Mumbai,CST,77,38,High,No,09:00
2021-09-19,12:30,6,9,Powai,Andheri,24,9,Medium,No,12:30
2020-11-18,06:00,2,11,Borivali,Churchgate,21,9,Medium,No,06:00
2022-07-29,15:15,4,7,Thane,Kurla,39,8,Medium,No,15:15
2021-02-23,08:00,1,2,Navi Mumbai,CST,75,43,Very High,No,07:00
2020-12-01,08:15,1,12,Malad,Lower Parel,67,29,High,No,07:15
2022-03-13,22:30,6,3,Vasai,Virar,36,8,Medium,No,22:30
2020-06-17,04:45,2,6,Kandivali,Goregaon,39,4,Low,Yes,04:45
2020-11-16,15:30,0,11,Kandivali,Goregaon,49,17,Medium,No,15:30
2022-01-29,06:30,5,1,Vasai,Virar,25,8,Medium,No,06:30
2020-01-29,23:30,2,1,Andheri,BKC,37,14,Medium,No,23:30
2022-02-08,08:15,1,2,Thane,Kurla,58,28,Very High,No,07:15
2021-05-26,22:30,2,5,Navi Mumbai,CST,26,27,Medium,Yes,22:30
2021-08-27,04:45,4,8,Dadar,Nariman Point,32,1,Low,Yes,04:45
2020-05-03,14:00,6,5,Malad,Lower Parel,23,9,Low,No,14:00
2021-04-07,04:30,2,4,Borivali,Churchgate,19,0,Low,No,04:30
2021-04-19,13:15,0,4,Dadar,Nariman Point,33,8,Medium,No,13:15
2020-03-11,20:45,2,3,Andheri,BKC,54,29,High,No,19:45
2022-06-19,22:15,6,6,Thane,Kurla,19,11,Medium,No,22:15
2022-06-03,07:00,4,6,Kandivali,Goregaon,32,14,Medium,No,07:00
2021-11-07,00:00,6,11,Vasai,Virar,14,1,Low,No,00:00
2022-06-08,02:15,2,6,Thane,Kurla,15,4,Low,No,02:15
2020-10-03,04:30,5,10,Malad,Lower Parel,28,3,Low,Yes,04:30
2020-08-12,20:30,2,8,Kandivali,Goregaon,77,25,High,No,19:30
2020-04-06,15:30,0,4,Bandra,Worli,50,11,Medium,No,15:30
2020-05-31,22:15,6,5,Bandra,Worli,20,7,Medium,No,22:15
2020-11-22,21:30,6,11,Malad,Lower Parel,28,4,Medium,No,21:30
2020-08-07,06:45,4,8,Thane,Kurla,45,30,Medium,Yes,06:45
2020-10-02,21:45,4,10,Thane,Kurla,38,19,Medium,No,21:45
2021-09-06,08:30,0,9,Navi Mumbai,CST,66,31,Very High,No,07:30
2022-06-27,05:30,0,6,Malad,Lower Parel,48,10,Medium,No,05:30
2021-06-30,19:45,2,6,Vasai,Virar,65,35,Very High,No,18:45
2021-10-20,18:45,2,10,Dadar,Nariman Point,64,32,Very High,No,17:45
2022-06-03,01:30,4,6,Kandivali,Goregaon,22,0,Low,No,01:30
2020-04-08,23:30,2,4,Malad,Lower Parel,44,12,Medium,No,23:30
2021-04-29,11:15,3,4,Kandivali,Goregaon,43,5,Medium,No,11:15
2020-07-24,04:00,4,7,Andheri,BKC,20,6,Low,Yes,04:00
2022-05-04,21:30,2,5,Malad,Lower Parel,49,15,Low,No,21:30
2020-04-28,06:45,1,4,Malad,Lower Parel,20,10,Medium,No,06:45
2020-11-11,20:15,2,11,Navi Mumbai,CST,74,45,High,No,19:15
2021-10-23,00:00,5,10,Malad,Lower Parel,12,3,Low,No,00:00
2021-04-12,02:45,0,4,Malad,Lower Parel,21,4,Low,No,02:45
2021-06-26,23:30,5,6,Kandivali,Goregaon,36,9,Medium,Yes,23:30
2020-01-16,23:30,3,1,Vasai,Virar,36,17,Medium,No,23:30
2021-06-04,19:00,4,6,Navi Mumbai,CST,102,66,High,Yes,18:00
2021-01-25,21:00,0,1,Borivali,Churchgate,27,19,Medium,No,21:00
2021-07-30,22:45,4,7,Powai,Andheri,49,16,Medium,No,22:45
2022-09-17,19:15,5,9,Borivali,Churchgate,87,22,High,Yes,18:15
2021-11-27,04:00,5,11,Navi Mumbai,CST,16,0,Low,No,04:00
2021-06-24,08:00,3,6,Vasai,Virar,85,39,High,Yes,07:00
2021-08-26,13:45,3,8,Dadar,Nariman Point,40,12,Medium,No,13:45
2020-03-22,02:00,6,3,Kandivali,Goregaon,20,2,Low,No,02:00
2021-12-19,20:30,6,12,Andheri,BKC,56,27,High,No,19:30
2022-04-15,08:45,4,4,Dadar,Nariman Point,64,31,High,No,07:45
2020-09-09,10:00,2,9,Kandivali,Goregaon,85,35,High,No,09:00
2021-08-09,04:00,0,8,Malad,Lower Parel,23,0,Low,No,04:00
2022-08-27,21:15,5,8,Dadar,Nariman Point,33,8,Low,No,21:15
2020-04-10,11:00,4,4,Borivali,Churchgate,38,19,Medium,No,11:00
2020-01-04,21:00,5,1,Bandra,Worli,24,12,Low,No,21:00
2022-08-30,06:15,1,8,Powai,Andheri,52,25,Medium,Yes,06:15
2022-01-15,13:00,5,1,Thane,Kurla,28,5,Medium,No,13:00
2020-04-19,20:30,6,4,Powai,Andheri,53,17,High,No,19:30
2021-09-29,17:45,2,9,Andheri,BKC,85,25,Very High,No,16:45
2021-12-25,20:15,5,12,Borivali,Churchgate,46,18,Low,No,20:15
2021-07-04,02:15,6,7,Bandra,Worli,28,1,Low,Yes,02:15
2021-01-06,02:00,2,1,Navi Mumbai,CST,20,5,Low,No,02:00
2020-01-04,09:00,5,1,Andheri,BKC,51,26,High,No,08:00
2022-04-30,10:15,5,4,Kandivali,Goregaon,56,19,High,No,09:15
2020-09-01,21:00,1,9,Vasai,Virar,62,25,Low,Yes,21:00
2020-08-01,08:30,5,8,Thane,Kurla,52,13,High,No,07:30
2021-06-18,21:15,4,6,Malad,Lower Parel,31,20,Low,No,21:15
2020-08-20,08:15,3,8,Andheri,BKC,92,51,High,Yes,07:15
2022-04-03,12:30,6,4,Bandra,Worli,28,7,Medium,No,12:30
2022-01-03,07:15,0,1,Malad,Lower Parel,47,20,Medium,No,07:15
2022-06-19,13:30,6,6,Malad,Lower Parel,29,8,Low,No,13:30
2020-09-02,11:45,2,9,Borivali,Churchgate,37,17,Low,No,11:45
2020-11-15,04:15,6,11,Powai,Andheri,17,1,Low,No,04:15
2021-01-23,18:15,5,1,Kandivali,Goregaon,78,29,Low,No,18:15
2021-10-08,10:30,4,10,Borivali,Churchgate,59,30,Very High,No,09:30
2020-11-06,12:15,4,11,Dadar,Nariman Point,35,15,Medium,No,12:15
2022-04-26,18:45,1,4,Kandivali,Goregaon,71,46,High,Yes,17:45
2022-04-26,17:15,1,4,Dadar,Nariman Point,79,49,High,No,16:15
2020-10-17,05:15,5,10,Andheri,BKC,28,12,Low,No,05:15
2020-05-13,08:15,2,5,Dadar,Nariman Point,73,41,High,No,07:15
2020-09-02,14:15,2,9,Powai,Andheri,27,19,Medium,No,14:15
2020-03-18,05:45,2,3,Andheri,BKC,42,17,Low,No,05:45
2020-09-25,12:30,4,9,Thane,Kurla,21,14,Low,No,12:30
2020-06-11,08:15,3,6,Navi Mumbai,CST,58,35,Very High,No,07:15
2021-11-20,02:45,5,11,Vasai,Virar,19,0,Low,No,02:45
2021-03-28,14:00,6,3,Malad,Lower Parel,28,6,Medium,No,14:00
2022-02-16,11:00,2,2,Malad,Lower Parel,45,12,Medium,No,11:00
2020-07-16,22:00,3,7,Andheri,BKC,49,15,Medium,No,22:00
2021-03-05,16:30,4,3,Bandra,Worli,38,5,Low,No,16:30
2022-01-19,21:00,2,1,Andheri,BKC,30,12,Low,No,21:00
2020-05-22,18:30,4,5,Vasai,Virar,82,31,High,No,17:30
2021-11-17,23:15,2,11,Powai,Andheri,47,16,Medium,No,23:15
2020-05-21,16:30,3,5,Andheri,BKC,39,9,Low,No,16:30
2021-10-10,17:45,6,10,Malad,Lower Parel,44,27,High,No,16:45
2021-10-20,22:30,2,10,Navi Mumbai,CST,34,9,Medium,No,22:30
2022-07-02,07:45,5,7,Kandivali,Goregaon,36,3,Medium,No,07:45
2022-07-13,02:30,2,7,Navi Mumbai,CST,20,3,Low,Yes,02:30
2022-04-02,03:00,5,4,Vasai,Virar,20,1,Low,No,03:00
2020-02-27,04:15,3,2,Powai,Andheri,24,0,Low,No,04:15
2022-02-06,08:30,6,2,Thane,Kurla,38,22,High,No,07:30
2021-06-12,14:30,5,6,Bandra,Worli,52,10,Medium,Yes,14:30
2022-01-27,12:45,3,1,Malad,Lower Parel,45,9,Medium,No,12:45
2022-04-07,05:30,3,4,Malad,Lower Parel,23,5,Medium,No,05:30
2022-08-23,03:15,1,8,Powai,Andheri,25,2,Low,No,03:15
2021-09-20,04:15,0,9,Navi Mumbai,CST,27,1,Low,Yes,04:15
2022-01-04,13:45,1,1,Andheri,BKC,47,9,Low,No,13:45
2020-02-12,07:15,2,2,Vasai,Virar,34,9,Medium,No,07:15
2020-01-23,19:00,3,1,Kandivali,Goregaon,63,33,High,No,18:00
2020-12-08,15:30,1,12,Kandivali,Goregaon,46,10,Medium,No,15:30
2020-08-25,23:30,1,8,Navi Mumbai,CST,35,9,Low,No,23:30
2020-11-03,13:30,1,11,Dadar,Nariman Point,26,11,Medium,No,13:30
2021-12-02,22:15,3,12,Powai,Andheri,26,19,Medium,No,22:15
2020-10-08,09:45,3,10,Malad,Lower Parel,74,34,High,No,08:45
2021-11-20,11:15,5,11,Malad,Lower Parel,32,6,Low,No,11:15
2021-03-15,07:30,0,3,Thane,Kurla,39,10,Low,No,07:30
2020-10-31,12:00,5,10,Borivali,Churchgate,37,7,Medium,No,12:00
2020-02-15,08:15,5,2,Dadar,Nariman Point,51,24,High,No,07:15
2020-09-08,10:00,1,9,Borivali,Churchgate,62,43,High,Yes,09:00
2021-09-08,14:00,2,9,Malad,Lower Parel,27,5,Medium,No,14:00
2022-05-06,08:15,4,5,Powai,Andheri,75,21,High,No,07:15
2021-12-10,07:30,4,12,Navi Mumbai,CST,42,8,Medium,No,07:30
2021-06-27,17:00,6,6,Thane,Kurla,58,36,High,Yes,16:00
2020-11-13,03:30,4,11,Dadar,Nariman Point,23,0,Low,No,03:30
2020-09-25,05:30,4,9,Bandra,Worli,21,9,Low,No,05:30
2020-11-18,23:00,2,11,Bandra,Worli,26,14,Low,No,23:00
2022-03-09,04:45,2,3,Borivali,Churchgate,25,1,Low,No,04:45
2021-03-11,07:15,3,3,Borivali,Churchgate,33,18,Medium,No,07:15
2022-05-21,13:45,5,5,Navi Mumbai,CST,17,3,Low,No,13:45
2020-05-27,21:00,2,5,Kandivali,Goregaon,41,7,Low,Yes,21:00
2020-05-15,05:30,4,5,Kandivali,Goregaon,26,15,Medium,No,05:30
2021-04-13,03:45,1,4,Navi Mumbai,CST,29,2,Low,No,03:45
