parking_lot_name,area,total_capacity,occupied_spots,available_spots,occupancy_percentage,date,time,latitude,longitude,price_per_hour,status
BKC Parking Complex,BKC,500,463,37,92.7,2022-04-07,18:30,19.05938500975164,72.86597048201413,20,Available
BKC Parking Complex,BKC,500,233,267,46.7,2020-06-05,08:15,19.05903682922661,72.86463501333495,40,Available
Thane Station Parking,Thane,300,9,291,3.3,2020-06-11,05:45,19.185316836941542,72.9705804955838,20,Available
Andheri Metro Parking,Andheri,200,95,105,47.6,2022-07-12,21:30,19.11878626786699,72.84787460897584,60,Available
Andheri Metro Parking,Andheri,200,198,2,99.0,2021-12-12,11:45,19.119779874740836,72.84703746181152,20,Limited
Seawoods Grand Central,Navi Mumbai,400,15,385,4.0,2021-10-04,01:30,19.019925065300825,73.0168989265032,60,Available
BKC Parking Complex,BKC,500,41,459,8.2,2022-03-30,01:45,19.058899263804673,72.8657620361302,50,Available
BKC Parking Complex,BKC,500,261,239,52.3,2022-01-26,09:45,19.05934418741035,72.8655559242891,80,Available
Oberoi Mall Parking,Goregaon,600,502,98,83.8,2022-01-17,12:00,19.15350477960496,72.84928085086433,80,Available
BKC Parking Complex,BKC,500,416,84,83.2,2020-05-08,10:15,19.059977829094958,72.86517337960248,30,Available
Oberoi Mall Parking,Goregaon,600,594,6,99.0,2020-10-17,19:00,19.154733060973275,72.84875210196593,50,Limited
BKC Parking Complex,BKC,500,37,463,7.5,2021-07-24,01:15,19.059131443185294,72.86608801947818,40,Available
Oberoi Mall Parking,Goregaon,600,210,390,35.0,2020-09-19,16:15,19.154308320471742,72.8496346501912,80,Available
R City Mall Parking,Ghatkopar,550,517,33,94.1,2022-06-22,17:30,19.08511487050591,72.90842766472967,40,Available
Andheri Metro Parking,Andheri,200,191,9,95.5,2022-02-19,17:00,19.119847743522534,72.84715530900414,40,Limited
Seawoods Grand Central,Navi Mumbai,400,385,15,96.3,2020-10-12,19:15,19.01873283090006,73.01726119443178,40,Available
Seawoods Grand Central,Navi Mumbai,400,51,349,13.0,2020-10-15,01:00,19.019978899761256,73.01690971551503,50,Available
Infiniti Mall Parking,Andheri,450,249,201,55.4,2020-02-24,07:30,19.137460739452244,72.83004466091377,40,Available
Thane Station Parking,Thane,300,42,258,14.2,2020-07-19,03:45,19.185480476136927,72.96969324159811,20,Available
Inorbit Mall Parking,Malad,700,260,440,37.3,2021-06-14,08:30,19.172382187616414,72.84753809819487,80,Available
Infiniti Mall Parking,Andheri,450,436,14,97.0,2020-01-19,11:45,19.136571987039343,72.8297288212244,60,Available
Infiniti Mall Parking,Andheri,450,392,58,87.1,2022-08-30,12:30,19.13641882540337,72.83020867100751,40,Available
Dadar Station Parking,Dadar,250,209,41,83.6,2021-02-04,14:45,19.018576392460336,72.84779578382543,60,Available
Inorbit Mall Parking,Malad,700,564,136,80.6,2020-07-03,15:30,19.17269976855361,72.84858929411821,80,Available
Andheri Metro Parking,Andheri,200,97,103,48.8,2020-05-01,22:00,19.119498300108283,72.8475765359833,40,Available
Oberoi Mall Parking,Goregaon,600,310,290,51.7,2022-09-14,21:00,19.154402533136043,72.84921151385875,30,Available
BKC Parking Complex,BKC,500,495,5,99.0,2021-10-10,20:45,19.060115485736663,72.86578771479286,20,Limited
Inorbit Mall Parking,Malad,700,528,172,75.6,2022-01-22,14:45,19.172409505519877,72.84844170732086,20,Available
Andheri Metro Parking,Andheri,200,198,2,99.0,2020-05-09,19:00,19.119850143933842,72.84844045734972,20,Limited
Andheri Metro Parking,Andheri,200,151,49,75.6,2020-04-03,13:15,19.119939560575386,72.84697732983406,80,Available
Andheri Metro Parking,Andheri,200,187,13,93.9,2020-02-25,10:45,19.11965927095823,72.84813716376003,40,Available
Oberoi Mall Parking,Goregaon,600,245,355,41.0,2021-08-05,23:30,19.155065046327735,72.84883991308811,30,Available
R City Mall Parking,Ghatkopar,550,39,511,7.2,2021-09-21,02:45,19.084927790203096,72.90721125849493,30,Available
R City Mall Parking,Ghatkopar,550,498,52,90.6,2022-07-07,14:45,19.0851346377817,72.90759514852913,80,Available
Andheri Metro Parking,Andheri,200,150,50,75.3,2022-03-20,14:00,19.12027891366391,72.84720185394109,50,Available
Infiniti Mall Parking,Andheri,450,394,56,87.6,2021-12-30,12:00,19.13716542270551,72.82882524274888,50,Available
R City Mall Parking,Ghatkopar,550,423,127,77.0,2021-10-30,15:15,19.08471641915081,72.90734231605182,60,Available
Infiniti Mall Parking,Andheri,450,380,70,84.6,2022-07-11,20:30,19.136453313831673,72.8291851908664,40,Available
BKC Parking Complex,BKC,500,216,284,43.3,2020-10-01,23:45,19.060452309494753,72.86614949194586,50,Available
Seawoods Grand Central,Navi Mumbai,400,139,261,34.9,2020-08-22,23:15,19.02056188391406,73.0168208534346,50,Available
Inorbit Mall Parking,Malad,700,543,157,77.7,2020-11-12,19:15,19.17178337529607,72.84744882950986,60,Available
Oberoi Mall Parking,Goregaon,600,594,6,99.0,2021-06-26,13:15,19.15457549506146,72.84929976063613,50,Limited
Infiniti Mall Parking,Andheri,450,259,191,57.6,2022-08-24,06:00,19.137407578471045,72.82990909517686,80,Available
Infiniti Mall Parking,Andheri,450,255,195,56.7,2021-01-30,21:30,19.136219136231304,72.83006104662772,60,Available
Seawoods Grand Central,Navi Mumbai,400,334,66,83.6,2021-11-27,11:30,19.020522921966105,73.0161757691674,80,Available
Seawoods Grand Central,Navi Mumbai,400,189,211,47.3,2021-04-30,21:45,19.020304033295062,73.01762561306052,60,Available
Oberoi Mall Parking,Goregaon,600,532,68,88.7,2020-10-03,13:30,19.15396646493615,72.84839882189924,50,Available
Oberoi Mall Parking,Goregaon,600,397,203,66.2,2021-12-21,12:15,19.153548518340695,72.8486611528051,50,Available
R City Mall Parking,Ghatkopar,550,293,257,53.3,2020-04-10,06:00,19.085910869101145,72.9071006711,40,Available
Thane Station Parking,Thane,300,200,100,66.8,2020-01-01,12:15,19.185732674466472,72.96988991402993,20,Available
Infiniti Mall Parking,Andheri,450,362,88,80.6,2021-10-30,13:45,19.13560091917291,72.82933462953189,80,Available
Phoenix Palladium Parking,Lower Parel,800,750,50,93.8,2021-11-10,11:30,18.993359791169283,72.82729939479502,40,Available
Inorbit Mall Parking,Malad,700,563,137,80.5,2020-07-02,14:30,19.17326817196387,72.84783368665897,60,Available
Seawoods Grand Central,Navi Mumbai,400,57,343,14.3,2022-09-07,03:00,19.019733305363285,73.01591105423994,80,Available
Dadar Station Parking,Dadar,250,14,236,5.8,2022-01-10,02:30,19.018290883004074,72.8487403379964,50,Available
R City Mall Parking,Ghatkopar,550,311,239,56.6,2020-12-16,06:15,19.086300011341766,72.90835711634699,30,Available
R City Mall Parking,Ghatkopar,550,486,64,88.4,2022-09-12,15:00,19.08586525234956,72.9085999777164,50,Available
Infiniti Mall Parking,Andheri,450,350,100,77.9,2022-05-15,15:15,19.137425935824997,72.83018207575225,30,Available
Oberoi Mall Parking,Goregaon,600,594,6,99.0,2022-09-24,20:00,19.15479803871271,72.84920316348986,40,Limited
Oberoi Mall Parking,Goregaon,600,386,214,64.3,2021-04-24,23:15,19.155046207903617,72.84920922902602,80,Available
BKC Parking Complex,BKC,500,487,13,97.5,2021-02-21,12:00,19.059043352567215,72.86578053235279,80,Available
Phoenix Palladium Parking,Lower Parel,800,329,471,41.2,2021-03-17,21:45,18.992864704760294,72.82714674360173,60,Available
Andheri Metro Parking,Andheri,200,191,9,96.0,2021-08-02,18:30,19.118719828951292,72.84710207409366,20,Limited
Dadar Station Parking,Dadar,250,26,224,10.4,2022-04-06,00:15,19.017444847979306,72.8474612129784,60,Available
Dadar Station Parking,Dadar,250,21,229,8.8,2021-08-24,03:45,19.01753467966429,72.84752026515389,40,Available
Inorbit Mall Parking,Malad,700,235,465,33.6,2020-01-02,06:45,19.172189763579127,72.84871495522934,20,Available
Andheri Metro Parking,Andheri,200,198,2,99.0,2020-06-21,18:00,19.11957556538455,72.84762044656533,20,Limited
Oberoi Mall Parking,Goregaon,600,352,248,58.7,2020-12-03,22:15,19.15478510017413,72.84952708868767,20,Available
BKC Parking Complex,BKC,500,485,15,97.1,2020-11-30,18:30,19.059241601394806,72.86638462506731,30,Available
Infiniti Mall Parking,Andheri,450,16,434,3.6,2021-07-06,03:00,19.13736117975454,72.8299950728288,40,Available
BKC Parking Complex,BKC,500,17,483,3.6,2021-11-09,05:30,19.05974025197036,72.86573020262763,80,Available
Thane Station Parking,Thane,300,232,68,77.6,2021-02-18,20:45,19.18606254635714,72.97104924891921,50,Available
Phoenix Palladium Parking,Lower Parel,800,445,355,55.7,2021-11-28,16:00,18.993073421674506,72.8262610064305,50,Available
Oberoi Mall Parking,Goregaon,600,84,516,14.1,2022-02-16,01:45,19.155083354909042,72.84926922965555,60,Available
Thane Station Parking,Thane,300,297,3,99.0,2020-11-29,12:30,19.18638482775642,72.97094138726563,40,Limited
R City Mall Parking,Ghatkopar,550,343,207,62.5,2021-08-22,21:45,19.085149835303948,72.90734640413864,30,Available
Inorbit Mall Parking,Malad,700,17,683,2.6,2021-10-08,05:15,19.17232299892364,72.84717027576231,20,Available
Thane Station Parking,Thane,300,31,269,10.6,2021-09-11,00:00,19.18648574415648,72.97103132510487,20,Available
Phoenix Palladium Parking,Lower Parel,800,708,92,88.5,2020-07-10,19:45,18.993902623545612,72.82607976283346,30,Available
Seawoods Grand Central,Navi Mumbai,400,349,51,87.3,2022-02-21,18:00,19.019302399244864,73.01628881606683,80,Available
Seawoods Grand Central,Navi Mumbai,400,273,127,68.4,2022-05-23,13:30,19.020214869887955,73.01740957408896,20,Available
Thane Station Parking,Thane,300,142,158,47.6,2021-12-27,09:30,19.18638384827263,72.97143595881136,20,Available
Andheri Metro Parking,Andheri,200,175,25,87.6,2020-10-23,17:30,19.119926376661127,72.84757318909922,20,Available
Dadar Station Parking,Dadar,250,208,42,83.3,2020-10-15,17:00,19.01853808213389,72.8485650456542,50,Available
Inorbit Mall Parking,Malad,700,110,590,15.8,2020-08-09,01:45,19.1730567178996,72.8476559267024,30,Available
Andheri Metro Parking,Andheri,200,112,88,56.3,2021-06-22,16:15,19.12043870284008,72.84756497429268,80,Available
Inorbit Mall Parking,Malad,700,385,315,55.1,2022-06-06,16:15,19.172893208563078,72.84732225584304,40,Available
Thane Station Parking,Thane,300,37,263,12.3,2021-04-10,03:45,19.186691834863513,72.97140873373746,80,Available
Oberoi Mall Parking,Goregaon,600,273,327,45.5,2020-04-10,09:45,19.155012913956806,72.84906954509395,40,Available
Oberoi Mall Parking,Goregaon,600,525,75,87.6,2021-05-29,11:45,19.153450124109067,72.84923870718946,20,Available
Dadar Station Parking,Dadar,250,181,69,72.6,2022-09-07,14:45,19.017638463398654,72.84831569403066,40,Available
R City Mall Parking,Ghatkopar,550,335,215,61.1,2020-06-01,06:45,19.086358910202296,72.90893126663346,50,Available
R City Mall Parking,Ghatkopar,550,19,531,3.5,2021-03-20,02:00,19.084861800796748,72.90822033111722,30,Available
Oberoi Mall Parking,Goregaon,600,383,217,63.9,2022-03-28,23:00,19.154064383194445,72.84930860725584,50,Available
BKC Parking Complex,BKC,500,488,12,97.7,2020-11-07,12:15,19.05991820931612,72.8652360178305,20,Available
Dadar Station Parking,Dadar,250,111,139,44.7,2020-07-07,06:45,19.017718613217642,72.84717786467904,50,Available
Thane Station Parking,Thane,300,282,18,94.1,2021-02-11,19:15,19.18706396403183,72.97058078570642,20,Available
Thane Station Parking,Thane,300,50,250,16.8,2020-04-18,04:00,19.186570268887895,72.9707909240294,40,Available
Infiniti Mall Parking,Andheri,450,273,177,60.7,2021-09-21,08:00,19.137325315809058,72.8287592577464,50,Available
Seawoods Grand Central,Navi Mumbai,400,28,372,7.2,2020-11-06,01:30,19.01983286644796,73.01781470849917,50,Available
Inorbit Mall Parking,Malad,700,427,273,61.0,2020-02-21,08:30,19.173023225503044,72.8478634406079,50,Available
Inorbit Mall Parking,Malad,700,483,217,69.1,2021-12-20,13:00,19.17227208678505,72.84817434680289,80,Available
BKC Parking Complex,BKC,500,14,486,3.0,2022-04-11,03:00,19.05939965692765,72.86441821341954,20,Available
Oberoi Mall Parking,Goregaon,600,286,314,47.8,2020-09-19,09:45,19.154538562668336,72.84974161644196,20,Available
BKC Parking Complex,BKC,500,438,62,87.7,2020-03-03,19:30,19.0600606958818,72.86521895269486,60,Available
Phoenix Palladium Parking,Lower Parel,800,71,729,8.9,2020-01-31,02:30,18.992753405076066,72.82581965720675,30,Available
BKC Parking Complex,BKC,500,388,112,77.8,2021-05-01,12:30,19.059465698901132,72.86611484870372,40,Available
Infiniti Mall Parking,Andheri,450,11,439,2.5,2020-12-08,01:00,19.13672944885138,72.82965561745668,50,Available
Andheri Metro Parking,Andheri,200,126,74,63.3,2021-03-08,21:00,19.120403054810488,72.84790637405712,50,Available
Phoenix Palladium Parking,Lower Parel,800,98,702,12.3,2021-04-22,05:45,18.993563947727928,72.82711339961949,30,Available
Phoenix Palladium Parking,Lower Parel,800,702,98,87.8,2021-07-19,19:15,18.99327487619048,72.82549133765012,30,Available
Phoenix Palladium Parking,Lower Parel,800,69,731,8.7,2020-01-15,04:45,18.993235858934625,72.8268314965131,40,Available
Inorbit Mall Parking,Malad,700,496,204,71.0,2021-11-20,16:15,19.171433334838728,72.84790583666845,40,Available
Dadar Station Parking,Dadar,250,10,240,4.1,2020-11-14,00:00,19.01755545244117,72.84692199392512,80,Available
Seawoods Grand Central,Navi Mumbai,400,177,223,44.3,2021-09-11,23:45,19.01925958932424,73.01717535537347,60,Available
Dadar Station Parking,Dadar,250,31,219,12.6,2021-05-27,03:45,19.01863352042496,72.84751071102015,30,Available
Phoenix Palladium Parking,Lower Parel,800,576,224,72.1,2021-12-06,15:15,18.993488653151243,72.82617840144091,20,Available
Dadar Station Parking,Dadar,250,10,240,4.3,2020-11-25,00:30,19.017121067390903,72.84802761088102,40,Available
Phoenix Palladium Parking,Lower Parel,800,385,415,48.2,2021-12-12,16:45,18.993394987278574,72.82582115453292,30,Available
Dadar Station Parking,Dadar,250,41,209,16.7,2020-01-25,01:15,19.017523100494824,72.84829894504482,40,Available
BKC Parking Complex,BKC,500,56,444,11.4,2021-08-03,04:45,19.060556373592558,72.86515913445294,60,Available
Andheri Metro Parking,Andheri,200,168,32,84.1,2020-04-20,20:15,19.120317691238807,72.84765310112182,60,Available
Phoenix Palladium Parking,Lower Parel,800,85,715,10.6,2021-06-03,05:45,18.99388077436913,72.82648367825352,60,Available
Phoenix Palladium Parking,Lower Parel,800,789,11,98.7,2020-05-19,18:30,18.994267983722594,72.82545624147964,30,Available
Seawoods Grand Central,Navi Mumbai,400,386,14,96.7,2022-02-20,13:45,19.01939833047867,73.01693591678068,60,Available
Inorbit Mall Parking,Malad,700,252,448,36.1,2021-12-01,16:00,19.171467870128417,72.84841625260657,80,Available
Dadar Station Parking,Dadar,250,7,243,2.9,2022-09-18,04:00,19.018737377835453,72.84792037981151,80,Available
Seawoods Grand Central,Navi Mumbai,400,336,64,84.1,2022-06-20,12:30,19.020446150379026,73.01600738673328,60,Available
Seawoods Grand Central,Navi Mumbai,400,281,119,70.3,2020-06-15,10:00,19.019136397144155,73.0168656222129,30,Available
Inorbit Mall Parking,Malad,700,680,20,97.2,2021-09-19,12:15,19.17339145582912,72.84728234244848,60,Available
Andheri Metro Parking,Andheri,200,161,39,80.6,2020-04-20,19:30,19.119036059781802,72.8480403206531,80,Available
BKC Parking Complex,BKC,500,393,107,78.7,2021-05-04,18:45,19.06021100024694,72.8656987968515,60,Available
Thane Station Parking,Thane,300,44,256,14.7,2020-10-15,02:45,19.187286267841632,72.97001377874854,50,Available
Infiniti Mall Parking,Andheri,450,445,5,99.0,2022-05-14,14:30,19.136846494736528,72.82904285798975,80,Limited
Inorbit Mall Parking,Malad,700,318,382,45.5,2020-11-12,06:00,19.171505134749996,72.8470952986176,60,Available
Oberoi Mall Parking,Goregaon,600,509,91,84.9,2022-05-18,13:15,19.154231710363476,72.84966781179348,50,Available
Dadar Station Parking,Dadar,250,234,16,93.6,2022-01-20,18:15,19.017589656260412,72.84769287903865,50,Available
Andheri Metro Parking,Andheri,200,131,69,65.8,2020-01-09,14:00,19.120353372287642,72.84812955021584,50,Available
Seawoods Grand Central,Navi Mumbai,400,59,341,14.8,2020-11-27,01:45,19.018820517258575,73.0176050686446,30,Available
Oberoi Mall Parking,Goregaon,600,55,545,9.2,2020-09-10,02:15,19.15508302664868,72.84986112208333,20,Available
Inorbit Mall Parking,Malad,700,303,397,43.4,2021-06-24,08:15,19.172912057938337,72.84745854507129,60,Available
BKC Parking Complex,BKC,500,182,318,36.5,2020-04-02,16:00,19.059012626501502,72.8647126190481,80,Available
Thane Station Parking,Thane,300,267,33,89.2,2022-06-19,11:45,19.185941436518657,72.97055259143431,60,Available
BKC Parking Complex,BKC,500,188,312,37.8,2020-12-15,21:15,19.05903539925886,72.86546618324434,80,Available
R City Mall Parking,Ghatkopar,550,443,107,80.6,2021-10-07,19:30,19.08529996586883,72.90717755768854,20,Available
BKC Parking Complex,BKC,500,40,460,8.1,2022-07-20,05:00,19.058812465780623,72.86567502370069,20,Available
Inorbit Mall Parking,Malad,700,693,7,99.0,2020-03-14,20:00,19.17269600883451,72.8474237148364,60,Limited
Phoenix Palladium Parking,Lower Parel,800,792,8,99.0,2021-05-30,19:00,18.99403450818238,72.82694646630478,20,Limited
Infiniti Mall Parking,Andheri,450,299,151,66.5,2022-03-02,10:00,19.135533549348875,72.82883149859002,30,Available
Oberoi Mall Parking,Goregaon,600,42,558,7.1,2020-07-26,00:45,19.1536568994419,72.850083116551,80,Available
Phoenix Palladium Parking,Lower Parel,800,30,770,3.9,2022-01-13,03:30,18.99271084171233,72.82557954441427,60,Available
Phoenix Palladium Parking,Lower Parel,800,53,747,6.7,2021-11-12,02:00,18.993598577579327,72.8254165800059,40,Available
Seawoods Grand Central,Navi Mumbai,400,201,199,50.4,2021-01-14,16:45,19.019923936260035,73.01590285141313,80,Available
Oberoi Mall Parking,Goregaon,600,35,565,6.0,2021-07-22,03:15,19.155315794159208,72.84933986207939,80,Available
BKC Parking Complex,BKC,500,56,444,11.3,2021-11-14,02:15,19.059646745225944,72.86446510157208,20,Available
Seawoods Grand Central,Navi Mumbai,400,349,51,87.4,2021-02-12,19:30,19.0190542841461,73.01740872885921,40,Available
R City Mall Parking,Ghatkopar,550,240,310,43.8,2020-10-24,06:00,19.08542664607728,72.9073339358908,30,Available
Andheri Metro Parking,Andheri,200,156,44,78.0,2020-01-17,18:45,19.11925954859795,72.84883692415845,20,Available
Thane Station Parking,Thane,300,191,109,63.8,2020-02-27,22:30,19.18649168752253,72.97151799169892,60,Available
Infiniti Mall Parking,Andheri,450,45,405,10.1,2021-12-25,01:45,19.13645651723046,72.82924439061878,50,Available
Oberoi Mall Parking,Goregaon,600,578,22,96.4,2020-06-13,18:45,19.15462289106217,72.8496501725916,30,Available
Phoenix Palladium Parking,Lower Parel,800,41,759,5.2,2021-07-17,03:15,18.992505136861002,72.82639482401842,60,Available
Seawoods Grand Central,Navi Mumbai,400,188,212,47.1,2022-09-18,09:00,19.01967558268331,73.01683901134143,30,Available
